interval_opt,macd_slow_opt,macd_fast_opt,macd_signal_opt,multiple_hold,ann_log_mean_hold,ann_log_std_hold,sharpe_ratio_hold,multiple_macd_strategy,ann_log_mean_macd,ann_log_std_macd,sharpe_ratio_macd,multiple_macd_strategy_net,ann_log_mean_macd_net,ann_log_std_macd_net,sharpe_ratio_macd_net,trend_ref,start_opt,end_opt
15m,15,3,3,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,0.9612122893831304,-0.0023274333101315,0.0346345943372037,-0.0671996700025286,0.2751796089760054,-0.0759140738072171,0.0374394801124039,-2.0276476483995385,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,3,6,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,1.0334958831188927,0.0019383780776835,0.0345224693939444,0.0561483031692857,0.399787236517844,-0.05393944478788,0.0366946052851724,-1.4699557160702277,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,3,3,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,0.9612122893831304,-0.0023274333101315,0.0346345943372037,-0.0671996700025286,0.2751796089760054,-0.0759140738072171,0.0374394801124039,-2.0276476483995385,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,3,6,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,1.0334958831188927,0.0019383780776835,0.0345224693939444,0.0561483031692857,0.399787236517844,-0.05393944478788,0.0366946052851724,-1.4699557160702277,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,3,9,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,1.0171339579826606,0.0009995038542747,0.035305314991243,0.0283102942013869,0.4473617056931845,-0.0473245578181821,0.037169025256564,-1.2732256897112122,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,3,12,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,1.003764869241233,0.000221082680293,0.0356001416199142,0.0062101629441108,0.4637998195621895,-0.0452015342954739,0.0373612990896138,-1.2098491058101235,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,3,15,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,0.968912463738632,-0.0018580057822244,0.0356766337707928,-0.0520790664882033,0.4608275824530655,-0.0455797758668283,0.0374017553158321,-1.2186533889101854,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,3,18,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,0.9535975049272526,-0.0027953680996769,0.0355573757121501,-0.0786157033158582,0.474853739216601,-0.0438157931218453,0.0372346319948375,-1.1767483864999713,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,8,3,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,1.0258727546391713,0.001502813855063,0.0358957752047963,0.0418660370611593,0.4353761260414179,-0.0489222939770659,0.0378430230552738,-1.2927691824622358,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,8,6,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,1.019366433032234,0.0011284930577663,0.0355295552021183,0.0317620935963509,0.5278514516441895,-0.0375907861704753,0.0370442644765566,-1.014753206782243,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,8,9,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,0.9794830499549168,-0.0012196287052426,0.0352376126336758,-0.0346115589021801,0.5626389948362615,-0.0338358690887228,0.0365398946191222,-0.9259979931911382,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,8,12,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,1.012802868281265,0.0007484502931634,0.0348896113531513,0.0214519527198977,0.6153609820345851,-0.0285661461251176,0.0360238973972145,-0.7929776673005522,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,8,15,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,1.0514060378902437,0.0029492018886237,0.0348738499378826,0.0845677174695898,0.6631680367321862,-0.024164298552858,0.0358457734208619,-0.6741184872522424,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
15m,15,8,18,1.040772995184715,0.0023511848983583,0.0534338164543693,0.0440018148500797,1.0282080634605073,0.0016365898072732,0.0352226542694244,0.0464641248996931,0.6607819447799443,-0.0243763626458089,0.0361933825621489,-0.6735033014378087,ee_macd_simp,2018-08-11-00:00,2018-10-15-00:00
